feature,log2FC,pval,padj,class,Species.Name,Molecular.Species.Name,Structural.Species.Name,Level,networkId,GATOM.abbr
CE(16:0),1.427489485763647,0.020316300128864564,0.08370816115724077,CE,CE 16:0,CE 16:0,CE 16:0,FULL_STRUCTURE,Cholesterolester,CE(16:0)
CE(16:1),1.6793624264005782,0.046735509769659025,0.12769651911810875,CE,CE 16:1,CE 16:1,CE 16:1,SN_POSITION,Cholesterolester,CE(16:1)
CE(18:0),-0.17962214306665406,0.35756901586518264,0.480012003928198,CE,CE 18:0,CE 18:0,CE 18:0,FULL_STRUCTURE,Cholesterolester,CE(18:0)
CE(18:1),1.1540288531989762,0.035452079469858795,0.11022744248961844,CE,CE 18:1,CE 18:1,CE 18:1,SN_POSITION,Cholesterolester,CE(18:1)
CE(18:2),1.780902797180441,0.0045591408335394325,0.035572837516052266,CE,CE 18:2,CE 18:2,CE 18:2,SN_POSITION,Cholesterolester,CE(18:2)
CE(20:4),1.9933262868384705,0.001052278038853631,0.018363949000639177,CE,CE 20:4,CE 20:4,CE 20:4,SN_POSITION,Cholesterolester,CE(20:4)
CE(22:6),1.7061774387331063,0.20809442794995633,0.3340625683113542,CE,CE 22:6,CE 22:6,CE 22:6,SN_POSITION,Cholesterolester,CE(22:6)
Cer(d18:0/14:0),-1.5863029242796296,0.023471865258994428,0.08804595362780956,Cer,Cer 32:0;O2,Cer 18:0;O2/14:0,Cer 18:0;O2/14:0,STRUCTURE_DEFINED,Ceramide,Cer(d18:0/14:0)
Cer(d18:0/16:0),-0.2561276838028095,0.5837776980421101,0.6748370398307297,Cer,Cer 34:0;O2,Cer 18:0;O2/16:0,Cer 18:0;O2/16:0,STRUCTURE_DEFINED,Ceramide,Cer(d18:0/16:0)
Cer(d18:0/18:0),0.457718518415751,0.3529156334284604,0.4784360484565132,Cer,Cer 36:0;O2,Cer 18:0;O2/18:0,Cer 18:0;O2/18:0,STRUCTURE_DEFINED,Ceramide,Cer(d18:0/18:0)
Cer(d18:0/20:0),0.831197917920298,0.14381140425973948,0.26463255001537095,Cer,Cer 38:0;O2,Cer 18:0;O2/20:0,Cer 18:0;O2/20:0,STRUCTURE_DEFINED,Ceramide,Cer(d18:0/20:0)
Cer(d18:0/22:0),0.17536754453158326,0.4241629418895197,0.5399344742640709,Cer,Cer 40:0;O2,Cer 18:0;O2/22:0,Cer 18:0;O2/22:0,STRUCTURE_DEFINED,Ceramide,Cer(d18:0/22:0)
Cer(d18:1/12:0),-1.2230753589205894,0.029613553716681545,0.10076058214292274,Cer,Cer 30:1;O2,Cer 18:1;O2/12:0,Cer 18:1;O2/12:0,SN_POSITION,Ceramide,Cer(d18:1/12:0)
Cer(d18:1/14:0),-1.7915623959955531,1.699077884606453e-4,0.006765250224553856,Cer,Cer 32:1;O2,Cer 18:1;O2/14:0,Cer 18:1;O2/14:0,SN_POSITION,Ceramide,Cer(d18:1/14:0)
Cer(d18:1/14:1),-1.4629660688344819,0.003793740001718027,0.03310344098273311,Cer,Cer 32:2;O2,Cer 18:1;O2/14:1,Cer 18:1;O2/14:1,SN_POSITION,Ceramide,Cer(d18:1/14:1)
Cer(d18:1/16:0),-0.8503953015774147,4.940478398120966e-4,0.012445147863230662,Cer,Cer 34:1;O2,Cer 18:1;O2/16:0,Cer 18:1;O2/16:0,SN_POSITION,Ceramide,Cer(d18:1/16:0)
Cer(d18:1/16:1),-0.32481516415152495,0.1114264905080829,0.22081220280173205,Cer,Cer 34:2;O2,Cer 18:1;O2/16:1,Cer 18:1;O2/16:1,SN_POSITION,Ceramide,Cer(d18:1/16:1)
Cer(d18:1/18:0),0.2507629697268702,0.14679019879145314,0.2673855136234887,Cer,Cer 36:1;O2,Cer 18:1;O2/18:0,Cer 18:1;O2/18:0,SN_POSITION,Ceramide,Cer(d18:1/18:0)
Cer(d18:1/18:1),0.21020594946101398,0.25028026936522235,0.37300723340657105,Cer,Cer 36:2;O2,Cer 18:1;O2/18:1,Cer 18:1;O2/18:1,SN_POSITION,Ceramide,Cer(d18:1/18:1)
Cer(d18:1/20:0),0.15976940771466458,0.76171344349743,0.8308205099437694,Cer,Cer 38:1;O2,Cer 18:1;O2/20:0,Cer 18:1;O2/20:0,SN_POSITION,Ceramide,Cer(d18:1/20:0)
Cer(d18:1/22:0),-0.8749763930269967,0.007455823978172678,0.04432528321089471,Cer,Cer 40:1;O2,Cer 18:1;O2/22:0,Cer 18:1;O2/22:0,SN_POSITION,Ceramide,Cer(d18:1/22:0)
Cer(d18:1/22:1),-0.5917487476268958,0.03367848793777013,0.10845274984722406,Cer,Cer 40:2;O2,Cer 18:1;O2/22:1,Cer 18:1;O2/22:1,SN_POSITION,Ceramide,Cer(d18:1/22:1)
Cer(d18:1/24:0),-0.7901830589757458,0.024475722207716138,0.09007731778486007,Cer,Cer 42:1;O2,Cer 18:1;O2/24:0,Cer 18:1;O2/24:0,SN_POSITION,Ceramide,Cer(d18:1/24:0)
Cer(d18:1/24:1),-0.6531229635695236,0.042752049845619755,0.12173083666568574,Cer,Cer 42:2;O2,Cer 18:1;O2/24:1,Cer 18:1;O2/24:1,SN_POSITION,Ceramide,Cer(d18:1/24:1)
Cer(d18:1/24:2),-0.6057704157382852,0.05998267187162667,0.15093314177930245,Cer,Cer 42:3;O2,Cer 18:1;O2/24:2,Cer 18:1;O2/24:2,SN_POSITION,Ceramide,Cer(d18:1/24:2)
Cer(d18:1/26:0),2.271889292744031,0.8132695526219383,0.8695328051732417,Cer,Cer 44:1;O2,Cer 18:1;O2/26:0,Cer 18:1;O2/26:0,SN_POSITION,Ceramide,Cer(d18:1/26:0)
Cer(d18:1/26:1),-0.5361854414307206,0.3367576069524726,0.4618664272923261,Cer,Cer 44:2;O2,Cer 18:1;O2/26:1,Cer 18:1;O2/26:1,SN_POSITION,Ceramide,Cer(d18:1/26:1)
CL(66:4),0.7800652808869596,0.6358494041344183,0.7226775790687401,CL,CL 66:4,NA,NA,SPECIES,Cardiolipin_CL,CL(66:4)
CL(68:2),1.415542659763303,0.09980462636449997,0.20608512543204,CL,CL 68:2,NA,NA,SPECIES,Cardiolipin_CL,CL(68:2)
CL(68:3),0.5282888627818854,0.46111493092996725,0.5669617673479824,CL,CL 68:3,NA,NA,SPECIES,Cardiolipin_CL,CL(68:3)
CL(68:4),1.25353498295086,0.04108592008194363,0.1201319260554192,CL,CL 68:4,NA,NA,SPECIES,Cardiolipin_CL,CL(68:4)
CL(68:5),0.7217621141601989,0.2810369035463706,0.4043642681345386,CL,CL 68:5,NA,NA,SPECIES,Cardiolipin_CL,CL(68:5)
CL(68:6),0.8554067771837899,0.14526569024013755,0.26640250311835395,CL,CL 68:6,NA,NA,SPECIES,Cardiolipin_CL,CL(68:6)
CL(70:3),0.34931997139685994,0.32640386191823406,0.45511466313856863,CL,CL 70:3,NA,NA,SPECIES,Cardiolipin_CL,CL(70:3)
CL(70:4),0.36179346919404637,0.3013718283536749,0.4279321762187352,CL,CL 70:4,NA,NA,SPECIES,Cardiolipin_CL,CL(70:4)
CL(70:5),0.9788584184117646,0.021418406149637643,0.0845792534814158,CL,CL 70:5,NA,NA,SPECIES,Cardiolipin_CL,CL(70:5)
CL(70:6),1.0241745919550505,0.05405827436191124,0.1392265316031787,CL,CL 70:6,NA,NA,SPECIES,Cardiolipin_CL,CL(70:6)
CL(70:7),1.0012799914820898,0.025230499290031138,0.09099800077271229,CL,CL 70:7,NA,NA,SPECIES,Cardiolipin_CL,CL(70:7)
CL(72:5),1.3648178370165187,0.002190534764445913,0.023701586151304778,CL,CL 72:5,NA,NA,SPECIES,Cardiolipin_CL,CL(72:5)
CL(72:6),0.6976957844084442,0.18671298063489655,0.3146782633130188,CL,CL 72:6,NA,NA,SPECIES,Cardiolipin_CL,CL(72:6)
CL(72:7),2.6198700848980345,4.205197059096284e-5,0.003975472198789297,CL,CL 72:7,NA,NA,SPECIES,Cardiolipin_CL,CL(72:7)
CL(72:8),1.0826567150652715,0.0013609721530394084,0.02038004580117408,CL,CL 72:8,NA,NA,SPECIES,Cardiolipin_CL,CL(72:8)
CL(72:9),1.7708770476325733,0.0017157254468305435,0.02158622015663544,CL,CL 72:9,NA,NA,SPECIES,Cardiolipin_CL,CL(72:9)
CL(74:10),0.9620291364471394,0.014143313037870746,0.06711870485515854,CL,CL 74:10,NA,NA,SPECIES,Cardiolipin_CL,CL(74:10)
CL(74:11),3.1920643184360284,0.0872828937628884,0.18870970854745137,CL,CL 74:11,NA,NA,SPECIES,Cardiolipin_CL,CL(74:11)
CL(74:6),0.7901486126374693,0.1233652309746206,0.23921358407623564,CL,CL 74:6,NA,NA,SPECIES,Cardiolipin_CL,CL(74:6)
CL(74:7),1.2039499510620324,0.045135160332997165,0.12712602244113738,CL,CL 74:7,NA,NA,SPECIES,Cardiolipin_CL,CL(74:7)
CL(74:8),0.986020256976558,0.03290005062282317,0.1065804035146547,CL,CL 74:8,NA,NA,SPECIES,Cardiolipin_CL,CL(74:8)
CL(74:9),0.781821125329349,0.11089398900363623,0.22072353419867743,CL,CL 74:9,NA,NA,SPECIES,Cardiolipin_CL,CL(74:9)
CL(76:11),0.629950286107932,0.2672900732040953,0.39013989415241995,CL,CL 76:11,NA,NA,SPECIES,Cardiolipin_CL,CL(76:11)
CL(76:12),0.7735000320469536,0.1727493621823177,0.29954296455331375,CL,CL 76:12,NA,NA,SPECIES,Cardiolipin_CL,CL(76:12)
CoA(16:1),1.7861347225343291,0.0013630818199938772,0.02038004580117408,CoA,CoA 16:1,CoA 16:1,CoA 16:1,SN_POSITION,acylCoA,CoA(16:1)
CoA(17:1),0.9390310399980626,0.006582587990812084,0.04193916155984714,CoA,CoA 17:1,CoA 17:1,CoA 17:1,SN_POSITION,acylCoA,CoA(17:1)
CoA(18:1),1.4882942661227418,0.0016310692519279132,0.02129442774950397,CoA,CoA 18:1,CoA 18:1,CoA 18:1,SN_POSITION,acylCoA,CoA(18:1)
CoA(18:2),2.227836795941832,0.0012665379089694447,0.02038004580117408,CoA,CoA 18:2,CoA 18:2,CoA 18:2,SN_POSITION,acylCoA,CoA(18:2)
CoA(18:3),2.4110701447119656,1.2101535426061979e-4,0.005951755150454118,CoA,CoA 18:3,CoA 18:3,CoA 18:3,SN_POSITION,acylCoA,CoA(18:3)
DG(30:0),0.7076323735539789,0.046574925328142835,0.12769651911810875,DG,DG 30:0,NA,NA,SPECIES,1_2-DG,DG(30:0)
DG(30:1),0.43679639854575114,0.19073040869870553,0.3194586721547978,DG,DG 30:1,NA,NA,SPECIES,1_2-DG,DG(30:1)
DG(32:0),0.4203259830958211,0.14195534905147145,0.26300631450974676,DG,DG 32:0,NA,NA,SPECIES,1_2-DG,DG(32:0)
DG(32:1),-0.0760419416531132,0.8473480331633517,0.8929154531149393,DG,DG 32:1,NA,NA,SPECIES,1_2-DG,DG(32:1)
DG(32:2),0.2521478635376845,0.22265230370443997,0.34914462696841164,DG,DG 32:2,NA,NA,SPECIES,1_2-DG,DG(32:2)
DG(34:0),1.778103531616317,0.0021288674088195967,0.02350443404431432,DG,DG 34:0,NA,NA,SPECIES,1_2-DG,DG(34:0)
DG(34:1),-0.11433006699977873,0.4944124062950278,0.5957173982307573,DG,DG 34:1,NA,NA,SPECIES,1_2-DG,DG(34:1)
DG(34:2),0.04341023656315413,0.7167702474514713,0.7929912144606257,DG,DG 34:2,NA,NA,SPECIES,1_2-DG,DG(34:2)
DG(34:3),-0.2194407308156101,0.41062888067617476,0.5289291058233585,DG,DG 34:3,NA,NA,SPECIES,1_2-DG,DG(34:3)
DG(36:0),2.8680193533081697,0.1494866619427553,0.27039144686640787,DG,DG 36:0,NA,NA,SPECIES,1_2-DG,DG(36:0)
DG(36:1),1.1220387529145268,0.0016531718400723968,0.02129442774950397,DG,DG 36:1,NA,NA,SPECIES,1_2-DG,DG(36:1)
DG(36:2),-0.4473332618567905,0.03278420877061827,0.1065804035146547,DG,DG 36:2,NA,NA,SPECIES,1_2-DG,DG(36:2)
DG(36:3),-0.32494748211561675,0.22850632424944511,0.3562342981415731,DG,DG 36:3,NA,NA,SPECIES,1_2-DG,DG(36:3)
DG(36:5),-3.1483554923793453,0.41580601248669447,0.5317991790905477,DG,DG 36:5,NA,NA,SPECIES,1_2-DG,DG(36:5)
DG(38:2),0.22428924717054283,0.14612775189107644,0.26707808707119035,DG,DG 38:2,NA,NA,SPECIES,1_2-DG,DG(38:2)
DG(38:3),0.047911859660451965,0.6911799480686682,0.7709862925879372,DG,DG 38:3,NA,NA,SPECIES,1_2-DG,DG(38:3)
DG(38:4),-0.7491092777212607,0.012557078978684905,0.06348953016325733,DG,DG 38:4,NA,NA,SPECIES,1_2-DG,DG(38:4)
DG(38:5),-1.6829764837459011,7.384872525417329e-4,0.014895135607079429,DG,DG 38:5,NA,NA,SPECIES,1_2-DG,DG(38:5)
DG(38:6),-1.9798531775923642,0.0012890622244623791,0.02038004580117408,DG,DG 38:6,NA,NA,SPECIES,1_2-DG,DG(38:6)
DG(40:6),-1.6598158850805276,0.00143150044444476,0.02038004580117408,DG,DG 40:6,NA,NA,SPECIES,1_2-DG,DG(40:6)
DG(40:7),-1.9404647498355914,0.004049763332852575,0.03477653909640068,DG,DG 40:7,NA,NA,SPECIES,1_2-DG,DG(40:7)
DG(O-32:0),0.2068124961189978,0.36976082792531223,0.4890968408498628,DG O-,DG O-32:0,NA,NA,SPECIES,DG-O,DG(O-32:0)
DG(O-32:1),0.00450359592219379,0.892673142825988,0.9269408258519376,DG O-,DG O-32:1,NA,NA,SPECIES,DG-O,DG(O-32:1)
DG(O-34:0),1.1889676562690878,8.890729943115664e-5,0.005262162381472316,DG O-,DG O-34:0,NA,NA,SPECIES,DG-O,DG(O-34:0)
DG(O-34:1),4.59642552580966e-4,0.8702154102371822,0.9071031540237293,DG O-,DG O-34:1,NA,NA,SPECIES,DG-O,DG(O-34:1)
DG(O-34:2),0.024495527470252354,0.8012413486565646,0.8634891825163374,DG O-,DG O-34:2,NA,NA,SPECIES,DG-O,DG(O-34:2)
DG(O-34:3),-0.42995182563295126,0.37428907116036797,0.4938789938969734,DG O-,DG O-34:3,NA,NA,SPECIES,DG-O,DG(O-34:3)
DG(O-34:4),-0.561739267046365,0.26754510301395157,0.39013989415241995,DG O-,DG O-34:4,NA,NA,SPECIES,DG-O,DG(O-34:4)
DG(O-36:0),1.0900831496423957,0.11097375471726481,0.22072353419867743,DG O-,DG O-36:0,NA,NA,SPECIES,DG-O,DG(O-36:0)
DG(O-36:1),0.7447275196447722,0.010239482324880575,0.05652612181388154,DG O-,DG O-36:1,NA,NA,SPECIES,DG-O,DG(O-36:1)
DG(O-36:2),-0.06209595941928125,0.938850774569061,0.9619664186398902,DG O-,DG O-36:2,NA,NA,SPECIES,DG-O,DG(O-36:2)
DG(O-36:3),-0.189962434906384,0.7747449918006614,0.8433340856421685,DG O-,DG O-36:3,NA,NA,SPECIES,DG-O,DG(O-36:3)
DG(O-36:4),-0.3762672899411013,0.5999750680685428,0.6891433372082413,DG O-,DG O-36:4,NA,NA,SPECIES,DG-O,DG(O-36:4)
DG(O-36:5),-2.1498939977242517,0.0014137665590622653,0.02038004580117408,DG O-,DG O-36:5,NA,NA,SPECIES,DG-O,DG(O-36:5)
DG(O-38:2),0.36521671670753725,0.22946823503811056,0.3562342981415731,DG O-,DG O-38:2,NA,NA,SPECIES,DG-O,DG(O-38:2)
DG(O-38:3),0.1016416526504589,0.816557029360923,0.8713162778782235,DG O-,DG O-38:3,NA,NA,SPECIES,DG-O,DG(O-38:3)
DG(O-38:4),-0.16267612250917643,0.574292508002562,0.6660733171915587,DG O-,DG O-38:4,NA,NA,SPECIES,DG-O,DG(O-38:4)
DG(O-38:5),-1.4648027037009157,0.015928947426829997,0.07150265817508941,DG O-,DG O-38:5,NA,NA,SPECIES,DG-O,DG(O-38:5)
DG(O-38:6),-1.428131861980329,0.013268292661397167,0.06576517280680501,DG O-,DG O-38:6,NA,NA,SPECIES,DG-O,DG(O-38:6)
DG(O-40:5),0.06560169953823577,0.8570071005916371,0.897773956056197,DG O-,DG O-40:5,NA,NA,SPECIES,DG-O,DG(O-40:5)
DG(O-40:6),-1.1868829468931834,0.011551809361316242,0.06113894140034284,DG O-,DG O-40:6,NA,NA,SPECIES,DG-O,DG(O-40:6)
DG(O-40:7),-2.385082473494584,0.18266531688991852,0.31076080640706266,DG O-,DG O-40:7,NA,NA,SPECIES,DG-O,DG(O-40:7)
FA(14:0),-0.13609183420867577,0.1683548670903093,0.2935133766691237,FA,FA 14:0,FA 14:0,FA 14:0,FULL_STRUCTURE,fattyacid,FA 14:0
FA(16:0),-0.2813914346318864,0.021181140176674704,0.08434365866831862,FA,FA 16:0,FA 16:0,FA 16:0,FULL_STRUCTURE,fattyacid,FA 16:0
FA(16:1),0.5739884620172917,0.06298376143165002,0.15391708066399004,FA,FA 16:1,FA 16:1,FA 16:1,SN_POSITION,fattyacid,FA 16:1
FA(18:0),-0.5995432489765127,0.005246497393251737,0.03734677749669986,FA,FA 18:0,FA 18:0,FA 18:0,FULL_STRUCTURE,fattyacid,FA 18:0
FA(18:1),0.5706883321724028,0.06100773468470577,0.1516722848111323,FA,FA 18:1,FA 18:1,FA 18:1,SN_POSITION,fattyacid,FA 18:1
FA(18:2),0.8450374630478155,0.00798529770058333,0.046957022347995446,FA,FA 18:2,FA 18:2,FA 18:2,SN_POSITION,fattyacid,FA 18:2
FA(18:3),0.629838130719248,0.011073934235510542,0.05990998421411203,FA,FA 18:3,FA 18:3,FA 18:3,SN_POSITION,fattyacid,FA 18:3
FA(20:0),-0.2902879626433639,0.04582176409615858,0.12712602244113738,FA,FA 20:0,FA 20:0,FA 20:0,FULL_STRUCTURE,fattyacid,FA 20:0
FA(20:1),0.39220285774100966,0.22132879117787843,0.34914462696841164,FA,FA 20:1,FA 20:1,FA 20:1,SN_POSITION,fattyacid,FA 20:1
FA(20:2),0.310595919400754,0.32873391880208364,0.4563701872612809,FA,FA 20:2,FA 20:2,FA 20:2,SN_POSITION,fattyacid,FA 20:2
FA(20:3),-0.2898180017806697,0.4907037412348464,0.5938942371544785,FA,FA 20:3,FA 20:3,FA 20:3,SN_POSITION,fattyacid,FA 20:3
FA(20:4),0.0011687954179104025,0.9884154429773153,0.9902458419457918,FA,FA 20:4,FA 20:4,FA 20:4,SN_POSITION,fattyacid,FA 20:4
FA(20:5),-0.18204895733168852,0.6372385228624304,0.7227380311710164,FA,FA 20:5,FA 20:5,FA 20:5,SN_POSITION,fattyacid,FA 20:5
FA(22:0),-0.16126314591685675,0.1861193097699898,0.314657958079889,FA,FA 22:0,FA 22:0,FA 22:0,FULL_STRUCTURE,fattyacid,FA 22:0
FA(22:1),0.42458010909420946,0.06419290541811228,0.15434827480532776,FA,FA 22:1,FA 22:1,FA 22:1,SN_POSITION,fattyacid,FA 22:1
FA(22:2),0.9888610788371519,0.020953852235319502,0.08434365866831862,FA,FA 22:2,FA 22:2,FA 22:2,SN_POSITION,fattyacid,FA 22:2
FA(22:3),-0.578813444468764,0.34480295926105914,0.46965188681125325,FA,FA 22:3,FA 22:3,FA 22:3,SN_POSITION,fattyacid,FA 22:3
FA(22:4),-0.372834735560024,0.44315836021994354,0.5557913458919042,FA,FA 22:4,FA 22:4,FA 22:4,SN_POSITION,fattyacid,FA 22:4
FA(22:5),-0.7990210821303031,0.0865341752033038,0.18801200315255964,FA,FA 22:5,FA 22:5,FA 22:5,SN_POSITION,fattyacid,FA 22:5
FA(22:6),-0.5337749312313906,0.15827131376179937,0.28193810483444603,FA,FA 22:6,FA 22:6,FA 22:6,SN_POSITION,fattyacid,FA 22:6
FA(24:0),-0.16286110664350173,0.12612787233436432,0.24282981826651634,FA,FA 24:0,FA 24:0,FA 24:0,FULL_STRUCTURE,fattyacid,FA 24:0
FA(24:1),0.10286791214865568,0.3638065037840283,0.48477664666788006,FA,FA 24:1,FA 24:1,FA 24:1,SN_POSITION,fattyacid,FA 24:1
FA(24:2),1.001713626787124,0.0037153265341748234,0.03310344098273311,FA,FA 24:2,FA 24:2,FA 24:2,SN_POSITION,fattyacid,FA 24:2
FA(26:0),-0.04960204853362135,0.7060553574836271,0.7827375991775456,FA,FA 26:0,FA 26:0,FA 26:0,FULL_STRUCTURE,fattyacid,FA 26:0
FA(26:1),0.004186815473624325,0.9272567843820365,0.9536994683473037,FA,FA 26:1,FA 26:1,FA 26:1,SN_POSITION,fattyacid,FA 26:1
LPA(16:0),-0.824078816466001,0.13395764898068457,0.25295012161974484,LPA,LPA 16:0,LPA 16:0,LPA 16:0/0:0,MOLECULAR_SPECIES,LPA,LPA(16:0)
