feature,log2FC,pval,padj,class,Species.Name,Molecular.Species.Name,Structural.Species.Name,Level,networkId,GATOM.abbr
PC(O-34:0),1.185109776884118,0.07180411919908147,0.1637083156232741,PC O-,PC O-34:0,NA,NA,SPECIES,PC-O,PC(O-34:0)
PC(O-34:1),-0.048073005703741935,0.7589114603200525,0.8294365657235321,PC O-,PC O-34:1,NA,NA,SPECIES,PC-O,PC(O-34:1)
PC(O-34:2),0.7800134948265451,0.04079964266654849,0.1201319260554192,PC O-,PC O-34:2,NA,NA,SPECIES,PC-O,PC(O-34:2)
PC(O-36:2),0.7272895593172817,0.011918959264796617,0.06113894140034284,PC O-,PC O-36:2,NA,NA,SPECIES,PC-O,PC(O-36:2)
PC(O-36:3),-0.06300632913041948,0.6351509694251553,0.7226775790687401,PC O-,PC O-36:3,NA,NA,SPECIES,PC-O,PC(O-36:3)
PC(O-36:4),0.5097058784578807,0.0240611585367246,0.08915812855046581,PC O-,PC O-36:4,NA,NA,SPECIES,PC-O,PC(O-36:4)
PC(O-36:5),0.8405477752601064,0.016002883006745613,0.07150265817508941,PC O-,PC O-36:5,NA,NA,SPECIES,PC-O,PC(O-36:5)
PC(O-38:3),0.22743328408766011,0.9007354519856816,0.9317359073121486,PC O-,PC O-38:3,NA,NA,SPECIES,PC-O,PC(O-38:3)
PC(O-38:4),0.8745060939323459,0.0037052434034505265,0.03310344098273311,PC O-,PC O-38:4,NA,NA,SPECIES,PC-O,PC(O-38:4)
PC(O-38:5),0.3524581584742828,0.22898023331102604,0.3562342981415731,PC O-,PC O-38:5,NA,NA,SPECIES,PC-O,PC(O-38:5)
PC(O-40:3),0.916922372767932,0.8483522049927519,0.8929154531149393,PC O-,PC O-40:3,NA,NA,SPECIES,PC-O,PC(O-40:3)
PC(O-40:4),1.2455921272784538,1.7507117032117186e-4,0.006765250224553856,PC O-,PC O-40:4,NA,NA,SPECIES,PC-O,PC(O-40:4)
PC(O-40:5),0.39867556919001146,0.2054132801335841,0.3327203130307455,PC O-,PC O-40:5,NA,NA,SPECIES,PC-O,PC(O-40:5)
PC(O-40:6),0.5274745440058641,0.11346624096863657,0.2232190413237541,PC O-,PC O-40:6,NA,NA,SPECIES,PC-O,PC(O-40:6)
PC(O-40:7),0.28582830107291923,0.4155176935600819,0.5317991790905477,PC O-,PC O-40:7,NA,NA,SPECIES,PC-O,PC(O-40:7)
PC(O-40:8),0.23618461635898608,0.4223370790045814,0.5388782069374494,PC O-,PC O-40:8,NA,NA,SPECIES,PC-O,PC(O-40:8)
PC(O-42:5),1.1549988708211574,0.0025049742536285766,0.026061366754097304,PC O-,PC O-42:5,NA,NA,SPECIES,PC-O,PC(O-42:5)
PC(O-42:6),1.4235348751064292,0.0035468251174827063,0.03310344098273311,PC O-,PC O-42:6,NA,NA,SPECIES,PC-O,PC(O-42:6)
PE(30:0),-0.16846784344776428,0.8080028486873305,0.8673205181346146,PE,PE 30:0,NA,NA,SPECIES,PE,PE(30:0)
PE(30:1),-0.8530778730278272,0.2877940274010767,0.41189568471953036,PE,PE 30:1,NA,NA,SPECIES,PE,PE(30:1)
PE(32:0),-0.804287299857963,0.007434696459544839,0.04432528321089471,PE,PE 32:0,NA,NA,SPECIES,PE,PE(32:0)
PE(32:1),-0.7858001607108503,0.061117482604116154,0.1516722848111323,PE,PE 32:1,NA,NA,SPECIES,PE,PE(32:1)
PE(32:2),0.08022011790324594,0.6327960611590628,0.7226775790687401,PE,PE 32:2,NA,NA,SPECIES,PE,PE(32:2)
PE(34:0),-0.41384000136220855,0.06322600757055419,0.15391708066399004,PE,PE 34:0,NA,NA,SPECIES,PE,PE(34:0)
PE(34:1),0.1953341076925918,0.3147842506347871,0.4417757033344651,PE,PE 34:1,NA,NA,SPECIES,PE,PE(34:1)
PE(34:2),-0.4192565739788729,0.028258011235016072,0.09862957469770126,PE,PE 34:2,NA,NA,SPECIES,PE,PE(34:2)
PE(34:3),0.1959382967984527,0.4978668404739607,0.5985465793253617,PE,PE 34:3,NA,NA,SPECIES,PE,PE(34:3)
PE(34:4),-1.0603455211857824,0.009048006535609632,0.0526341025351055,PE,PE 34:4,NA,NA,SPECIES,PE,PE(34:4)
PE(36:0),0.37177628421486764,0.148914854001879,0.27034542286918306,PE,PE 36:0,NA,NA,SPECIES,PE,PE(36:0)
PE(36:1),1.4162294186252198,1.9355026621965086e-4,0.006980712934988742,PE,PE 36:1,NA,NA,SPECIES,PE,PE(36:1)
PE(36:2),0.8784301426746478,2.099828318139894e-4,0.007100044500710516,PE,PE 36:2,NA,NA,SPECIES,PE,PE(36:2)
PE(36:3),0.2832225593377281,0.2407827149754756,0.3648319376256113,PE,PE 36:3,NA,NA,SPECIES,PE,PE(36:3)
PE(36:4),-0.8033522622867342,0.004965268031975084,0.03593952272763582,PE,PE 36:4,NA,NA,SPECIES,PE,PE(36:4)
PE(36:5),-0.16316589383921978,0.4408459134241963,0.5546456724709075,PE,PE 36:5,NA,NA,SPECIES,PE,PE(36:5)
PE(36:6),0.9800192714275846,0.3537419951619321,0.4784360484565132,PE,PE 36:6,NA,NA,SPECIES,PE,PE(36:6)
PE(38:1),-0.19525329919878598,0.5104982443906705,0.6069880224513247,PE,PE 38:1,NA,NA,SPECIES,PE,PE(38:1)
PE(38:2),0.18476026717853178,0.4554041170802421,0.5663761548055425,PE,PE 38:2,NA,NA,SPECIES,PE,PE(38:2)
PE(38:3),0.48696268474892934,0.021616489739830668,0.08474290542933617,PE,PE 38:3,NA,NA,SPECIES,PE,PE(38:3)
PE(38:4),0.5604528940335822,0.02337098686642529,0.08804595362780956,PE,PE 38:4,NA,NA,SPECIES,PE,PE(38:4)
PE(38:5),0.04263739247672221,0.9794429808428261,0.9851724447752218,PE,PE 38:5,NA,NA,SPECIES,PE,PE(38:5)
PE(38:6),-0.8539720988337444,0.007413585144785429,0.04432528321089471,PE,PE 38:6,NA,NA,SPECIES,PE,PE(38:6)
PE(38:7),-0.44797932010015645,0.24020523249288042,0.3648319376256113,PE,PE 38:7,NA,NA,SPECIES,PE,PE(38:7)
PE(40:3),-0.5379755108811768,0.2525139442939754,0.37530231830505684,PE,PE 40:3,NA,NA,SPECIES,PE,PE(40:3)
PE(40:4),0.8576756717853634,0.0497867684505802,0.1310478145841037,PE,PE 40:4,NA,NA,SPECIES,PE,PE(40:4)
PE(40:5),0.1619645490285588,0.6301916366034164,0.722317108903492,PE,PE 40:5,NA,NA,SPECIES,PE,PE(40:5)
PE(40:6),0.03977497872133738,0.8447452192687501,0.8925921164538941,PE,PE 40:6,NA,NA,SPECIES,PE,PE(40:6)
PE(40:7),-0.0802199924011669,0.6650380767734451,0.7448977216033825,PE,PE 40:7,NA,NA,SPECIES,PE,PE(40:7)
PE(40:8),0.6390200951616449,0.022246249823200528,0.08658432485144953,PE,PE 40:8,NA,NA,SPECIES,PE,PE(40:8)
PE(40:9),-0.18522225659778893,0.8069868481291655,0.8673205181346146,PE,PE 40:9,NA,NA,SPECIES,PE,PE(40:9)
PE(42:4),0.6353193344765717,0.39731156886057273,0.5166960546960814,PE,PE 42:4,NA,NA,SPECIES,PE,PE(42:4)
PE(42:5),0.12123743589707214,0.7520855030611231,0.8236401966722016,PE,PE 42:5,NA,NA,SPECIES,PE,PE(42:5)
PE(42:6),-0.10415848950839092,0.6590014719172826,0.7396676271934646,PE,PE 42:6,NA,NA,SPECIES,PE,PE(42:6)
PE(42:7),0.013605298866121213,0.9618195150965987,0.9744276360810109,PE,PE 42:7,NA,NA,SPECIES,PE,PE(42:7)
PE(42:8),0.5202810308558865,0.009410314399263894,0.05333114756933865,PE,PE 42:8,NA,NA,SPECIES,PE,PE(42:8)
PE(42:9),0.8016419082635285,0.015280840320774635,0.07150265817508941,PE,PE 42:9,NA,NA,SPECIES,PE,PE(42:9)
PE(O-30:1),0.3537506117472877,0.400129527630098,0.5178709915021125,PE O-,PE O-30:1,NA,NA,SPECIES,PE-O,PE(O-30:1)
PE(O-32:0),-0.8232228604921297,0.20726873559215517,0.3340625683113542,PE O-,PE O-32:0,NA,NA,SPECIES,PE-O,PE(O-32:0)
PE(O-32:1),-1.6985182650718609,0.001821490934744736,0.021898368793264494,PE O-,PE O-32:1,NA,NA,SPECIES,PE-O,PE(O-32:1)
PE(O-32:2),-0.3513529739807188,0.18973585054617598,0.31877979858845096,PE O-,PE O-32:2,NA,NA,SPECIES,PE-O,PE(O-32:2)
PE(O-34:1),0.0860148300079671,0.6404730775749976,0.7248868932386479,PE O-,PE O-34:1,NA,NA,SPECIES,PE-O,PE(O-34:1)
PE(O-34:2),0.41377351164479165,0.0720195547473923,0.1637083156232741,PE O-,PE O-34:2,NA,NA,SPECIES,PE-O,PE(O-34:2)
PE(O-34:3),0.1320040718830479,0.7304436293699192,0.801561873203096,PE O-,PE O-34:3,NA,NA,SPECIES,PE-O,PE(O-34:3)
PE(O-36:1),4.556329041006753,0.006950058292679172,0.04272706291294809,PE O-,PE O-36:1,NA,NA,SPECIES,PE-O,PE(O-36:1)
PE(O-36:2),0.6613368181744755,0.02120284210515958,0.08434365866831862,PE O-,PE O-36:2,NA,NA,SPECIES,PE-O,PE(O-36:2)
PE(O-36:3),0.7668423915646202,0.011979164119105991,0.06113894140034284,PE O-,PE O-36:3,NA,NA,SPECIES,PE-O,PE(O-36:3)
PE(O-36:4),0.14407376166702052,0.5864916789702193,0.6765287810722572,PE O-,PE O-36:4,NA,NA,SPECIES,PE-O,PE(O-36:4)
PE(O-36:5),-0.08339703428212221,0.5440103751920988,0.6411974138974411,PE O-,PE O-36:5,NA,NA,SPECIES,PE-O,PE(O-36:5)
PE(O-38:3),0.7866406190349329,0.03155241836341883,0.10408450204030235,PE O-,PE O-38:3,NA,NA,SPECIES,PE-O,PE(O-38:3)
PE(O-38:4),0.7617306329388922,0.07873047022133381,0.17630542245719677,PE O-,PE O-38:4,NA,NA,SPECIES,PE-O,PE(O-38:4)
PE(O-38:5),0.7870109740230701,0.014037156744181222,0.06711870485515854,PE O-,PE O-38:5,NA,NA,SPECIES,PE-O,PE(O-38:5)
PE(O-38:6),-0.015380551980486433,0.8355841152061819,0.8863745222089107,PE O-,PE O-38:6,NA,NA,SPECIES,PE-O,PE(O-38:6)
PE(O-38:7),-0.5969320738328349,0.01362506354540434,0.06640684124381756,PE O-,PE O-38:7,NA,NA,SPECIES,PE-O,PE(O-38:7)
PE(O-40:4),1.1471683629390084,0.011574648559798683,0.06113894140034284,PE O-,PE O-40:4,NA,NA,SPECIES,PE-O,PE(O-40:4)
PE(O-40:5),1.0538806193849841,0.0068412065778870965,0.04254129607628643,PE O-,PE O-40:5,NA,NA,SPECIES,PE-O,PE(O-40:5)
PE(O-40:6),0.7196933890600682,0.0654642318185265,0.15624680125264598,PE O-,PE O-40:6,NA,NA,SPECIES,PE-O,PE(O-40:6)
PE(O-40:7),0.4125238835095289,0.08790174963762984,0.18870970854745137,PE O-,PE O-40:7,NA,NA,SPECIES,PE-O,PE(O-40:7)
PE(O-40:8),-0.4453536471391791,0.06087719858080316,0.1516722848111323,PE O-,PE O-40:8,NA,NA,SPECIES,PE-O,PE(O-40:8)
PE(O-40:9),-0.15463794361865577,0.42616739537699627,0.5412125842698474,PE O-,PE O-40:9,NA,NA,SPECIES,PE-O,PE(O-40:9)
PE(O-42:4),1.7206883515506464,0.031031887557616874,0.10408450204030235,PE O-,PE O-42:4,NA,NA,SPECIES,PE-O,PE(O-42:4)
PE(O-42:5),1.1485069566238484,0.0022645946534765953,0.024022464853545842,PE O-,PE O-42:5,NA,NA,SPECIES,PE-O,PE(O-42:5)
PE(O-42:6),1.0185153317240194,0.004449481617258089,0.035572837516052266,PE O-,PE O-42:6,NA,NA,SPECIES,PE-O,PE(O-42:6)
PE(O-42:7),0.6590136966113828,0.02259865146968064,0.08679870027705748,PE O-,PE O-42:7,NA,NA,SPECIES,PE-O,PE(O-42:7)
PE(O-42:8),0.28506267681574493,0.21715177131392424,0.34552678906127354,PE O-,PE O-42:8,NA,NA,SPECIES,PE-O,PE(O-42:8)
PG(32:0),0.7054518442512949,0.13544551811298364,0.25314158346574334,PG,PG 32:0,NA,NA,SPECIES,PG,PG(32:0)
PG(32:1),0.4471906944704959,0.2419577134518471,0.3648319376256113,PG,PG 32:1,NA,NA,SPECIES,PG,PG(32:1)
PG(34:0),2.3077878734466437,0.0027924133434772303,0.027975844792984844,PG,PG 34:0,NA,NA,SPECIES,PG,PG(34:0)
PG(34:1),0.603737216805299,0.09485796088327927,0.19813960169055633,PG,PG 34:1,NA,NA,SPECIES,PG,PG(34:1)
PG(34:2),0.8829056918740703,0.0127579783153838,0.06390802100576515,PG,PG 34:2,NA,NA,SPECIES,PG,PG(34:2)
PG(34:3),0.6667541928516547,0.028484016096686375,0.09878110710453417,PG,PG 34:3,NA,NA,SPECIES,PG,PG(34:3)
PG(36:0),0.11554592732399854,0.9739896482553878,0.9830947371151634,PG,PG 36:0,NA,NA,SPECIES,PG,PG(36:0)
PG(36:1),2.7860521910712706,4.813105406319511e-4,0.012445147863230662,PG,PG 36:1,NA,NA,SPECIES,PG,PG(36:1)
PG(36:2),1.9339518457662053,6.449710218488777e-4,0.014895135607079429,PG,PG 36:2,NA,NA,SPECIES,PG,PG(36:2)
PG(36:3),1.2211145258765224,8.300518142185248e-4,0.016037786839007927,PG,PG 36:3,NA,NA,SPECIES,PG,PG(36:3)
PG(36:4),0.8195854888989184,0.003750440189184913,0.03310344098273311,PG,PG 36:4,NA,NA,SPECIES,PG,PG(36:4)
PG(36:5),0.40400569240476175,0.12997157895312142,0.24870696710189816,PG,PG 36:5,NA,NA,SPECIES,PG,PG(36:5)
PG(38:2),1.9340860579844377,0.0019942119558673897,0.022748046488057137,PG,PG 38:2,NA,NA,SPECIES,PG,PG(38:2)
PG(38:3),1.6823407906518661,4.356817164922292e-4,0.012405463611699788,PG,PG 38:3,NA,NA,SPECIES,PG,PG(38:3)
PG(38:4),1.1094586737302423,0.001241834027611279,0.02038004580117408,PG,PG 38:4,NA,NA,SPECIES,PG,PG(38:4)
PG(38:5),1.046250055308083,0.0027873553936691624,0.027975844792984844,PG,PG 38:5,NA,NA,SPECIES,PG,PG(38:5)
PG(38:6),1.1524783518498438,0.001970071656518157,0.022748046488057137,PG,PG 38:6,NA,NA,SPECIES,PG,PG(38:6)
PG(40:5),1.2803576100177594,0.0020183109638202265,0.022748046488057137,PG,PG 40:5,NA,NA,SPECIES,PG,PG(40:5)
PG(40:6),1.0285146772747626,7.312083932779511e-4,0.014895135607079429,PG,PG 40:6,NA,NA,SPECIES,PG,PG(40:6)
PG(40:7),1.5633774348509926,4.561734541243412e-5,0.003975472198789297,PG,PG 40:7,NA,NA,SPECIES,PG,PG(40:7)
PI(32:0),-0.660371751091474,0.004719946355831908,0.035572837516052266,PI,PI 32:0,NA,NA,SPECIES,PI,PI(32:0)
PI(32:1),0.045013603252102505,0.783102940781663,0.8490154127512619,PI,PI 32:1,NA,NA,SPECIES,PI,PI(32:1)
PI(32:2),1.285166926304521,0.7205349947139277,0.793909230428177,PI,PI 32:2,NA,NA,SPECIES,PI,PI(32:2)
PI(34:0),0.22987401119696085,0.26866297709795,0.3907168564784703,PI,PI 34:0,NA,NA,SPECIES,PI,PI(34:0)
PI(34:1),-0.09441663371268351,0.47916402297513827,0.5863905496308492,PI,PI 34:1,NA,NA,SPECIES,PI,PI(34:1)
PI(34:2),-0.15629623854451186,0.44675138932437064,0.5581812970542368,PI,PI 34:2,NA,NA,SPECIES,PI,PI(34:2)
PI(34:3),1.3110563289575778,3.769092646576905e-4,0.01199458306940062,PI,PI 34:3,NA,NA,SPECIES,PI,PI(34:3)
PI(36:0),0.6972427846522296,0.04151105414393506,0.1201319260554192,PI,PI 36:0,NA,NA,SPECIES,PI,PI(36:0)
PI(36:1),1.1539114520117215,0.0015448670935854962,0.020894327440743838,PI,PI 36:1,NA,NA,SPECIES,PI,PI(36:1)
PI(36:2),0.0684169632977331,0.6350500656880499,0.7226775790687401,PI,PI 36:2,NA,NA,SPECIES,PI,PI(36:2)
PI(36:3),-1.1416151023138406,0.006656357456476837,0.04193916155984714,PI,PI 36:3,NA,NA,SPECIES,PI,PI(36:3)
PI(36:4),-1.1873721593244453,7.433801504457385e-4,0.014895135607079429,PI,PI 36:4,NA,NA,SPECIES,PI,PI(36:4)
PI(36:5),0.5110748295801404,0.05604536868294992,0.14302143612016935,PI,PI 36:5,NA,NA,SPECIES,PI,PI(36:5)
PI(38:1),1.6817166020995256,0.022622212086996496,0.08679870027705748,PI,PI 38:1,NA,NA,SPECIES,PI,PI(38:1)
PI(38:2),2.57269041842427,0.003348774167134097,0.03235155043606333,PI,PI 38:2,NA,NA,SPECIES,PI,PI(38:2)
PI(38:3),0.7061724792889528,3.2447082239199076e-5,0.003975472198789297,PI,PI 38:3,NA,NA,SPECIES,PI,PI(38:3)
PI(38:4),0.6239455365973909,0.0046358593248263915,0.035572837516052266,PI,PI 38:4,NA,NA,SPECIES,PI,PI(38:4)
PI(38:5),-0.40514164890845594,0.13418980573912526,0.25295012161974484,PI,PI 38:5,NA,NA,SPECIES,PI,PI(38:5)
PI(38:6),-0.15532455515712595,0.5631446663593607,0.6623070967400307,PI,PI 38:6,NA,NA,SPECIES,PI,PI(38:6)
PI(40:3),0.10922014475165522,0.7861389314915046,0.8506023238738081,PI,PI 40:3,NA,NA,SPECIES,PI,PI(40:3)
PI(40:4),0.767960641721917,0.04164393757489872,0.1201319260554192,PI,PI 40:4,NA,NA,SPECIES,PI,PI(40:4)
PI(40:5),0.22780726824880052,0.3571736545657401,0.480012003928198,PI,PI 40:5,NA,NA,SPECIES,PI,PI(40:5)
PI(40:6),0.02179298728619382,0.881995376203795,0.9176144202427945,PI,PI 40:6,NA,NA,SPECIES,PI,PI(40:6)
PI(40:7),-0.4240368677628588,0.11343329099528257,0.2232190413237541,PI,PI 40:7,NA,NA,SPECIES,PI,PI(40:7)
PI(40:8),-0.13031163820059574,0.6534536461995457,0.7364967137374047,PI,PI 40:8,NA,NA,SPECIES,PI,PI(40:8)
PI(40:9),-0.3841152747026886,0.241335135033494,0.3648319376256113,PI,PI 40:9,NA,NA,SPECIES,PI,PI(40:9)
PI(42:5),-0.8588707674175293,0.3455109999092029,0.46965188681125325,PI,PI 42:5,NA,NA,SPECIES,PI,PI(42:5)
PI(42:6),-0.38894422759041936,0.36924499691021206,0.4890968408498628,PI,PI 42:6,NA,NA,SPECIES,PI,PI(42:6)
PS(32:1),0.6141667999205915,0.17505206332876955,0.3006449722567121,PS,PS 32:1,NA,NA,SPECIES,PS,PS(32:1)
PS(32:2),1.42682671467887,0.12246250272688969,0.23831731645772417,PS,PS 32:2,NA,NA,SPECIES,PS,PS(32:2)
PS(34:0),0.18751960182518515,0.3603051275696129,0.4824878069682193,PS,PS 34:0,NA,NA,SPECIES,PS,PS(34:0)
PS(34:1),0.7758507311506744,0.013371846596577728,0.06576517280680501,PS,PS 34:1,NA,NA,SPECIES,PS,PS(34:1)
PS(34:2),0.7401947584070574,0.02030035665154749,0.08370816115724077,PS,PS 34:2,NA,NA,SPECIES,PS,PS(34:2)
PS(34:3),2.7265288026720014,0.006578542006832197,0.04193916155984714,PS,PS 34:3,NA,NA,SPECIES,PS,PS(34:3)
PS(36:0),0.4673639668763781,0.3317491922309527,0.45784773723710565,PS,PS 36:0,NA,NA,SPECIES,PS,PS(36:0)
PS(36:1),1.0783810596594823,0.018271145961629175,0.07756984131272227,PS,PS 36:1,NA,NA,SPECIES,PS,PS(36:1)
PS(36:2),1.590348407911729,5.143864212851216e-5,0.003975472198789297,PS,PS 36:2,NA,NA,SPECIES,PS,PS(36:2)
PS(36:3),1.8317314610879474,4.2890885212094274e-4,0.012405463611699788,PS,PS 36:3,NA,NA,SPECIES,PS,PS(36:3)
PS(36:4),-0.7145038013836766,0.006113058136326055,0.04193916155984714,PS,PS 36:4,NA,NA,SPECIES,PS,PS(36:4)
PS(36:5),1.0738030461842172,0.26677609314131645,0.39013989415241995,PS,PS 36:5,NA,NA,SPECIES,PS,PS(36:5)
PS(38:1),0.8112430714804656,0.016124444172570994,0.07150265817508941,PS,PS 38:1,NA,NA,SPECIES,PS,PS(38:1)
PS(38:2),0.6489824189118507,0.004515343320970851,0.035572837516052266,PS,PS 38:2,NA,NA,SPECIES,PS,PS(38:2)
PS(38:3),0.6641377217405919,0.004966603568179796,0.03593952272763582,PS,PS 38:3,NA,NA,SPECIES,PS,PS(38:3)
PS(38:4),-0.5673040294039257,5.060873437912654e-4,0.012445147863230662,PS,PS 38:4,NA,NA,SPECIES,PS,PS(38:4)
